"Scientific","MSWFamilyLatin","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","Activity.Nocturnal","Activity.Crepuscular","Activity.Diurnal","BodyMass.Value"
"Oryzomys saturatior","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,4.02213222810818
"Oryzomys russatus","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,4.11903717481247
"Oryzomys rostratus","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,3.79548918917219
"Oryzomys polius","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,4.11903717481247
"Oryzomys palustris","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,4.00514898341763
"Oryzomys nitidus","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,4.02891675689965
"Oryzomys keaysi","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,4.08260930600368
"Oryzomys meridensis","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,4.07635029884982
"Oryzomys lamia","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,4.11903717481247
"Oryzomys megacephalus","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,4.06044301054642
"Oryzomys marinhus","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,4.07635029884982
"Oryzomys maracajuensis","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,4.07635029884982
"Oryzomys macconnelli","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,4.07753744390572
"Oryzomys levipes","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,4.11903717481247
"Oryzomys legatus","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,4.13516655674236
"Oryzomys scotti","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,4.07635029884982
"Oryzomys nelsoni","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,1,1,4.07635029884982
"Pearsonomys annectens","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,3.68235823712367
"Phaenomys ferrugineus","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,4.55176940926098
"Podoxymys roraimae","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,3.54961738678043
"Pseudoryzomys simplex","Cricetidae",20,0,0,0,0,0,20,0,20,40,1,0,0,3.95603989084492
"Rhagomys longilingua","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,3.10009228887823
"Rhagomys rufescens","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,3.10009228887823
"Rhipidomys caucensis","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.49980967033027
"Rhipidomys leucodactylus","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.39444915467244
"Rhipidomys ochrogaster","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.49980967033027
"Rhipidomys modicus","Cricetidae",20,0,0,0,0,0,20,0,30,30,1,0,0,4.39098637604535
"Rhipidomys mastacalis","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.36309862478836
"Rhipidomys macrurus","Cricetidae",20,0,0,0,0,0,20,0,30,30,1,0,0,4.39098637604535
"Rhipidomys macconnelli","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,3.75185425327532
"Rhipidomys latimanus","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.06902675423781
"Rhipidomys gardneri","Cricetidae",20,0,0,0,0,0,20,0,30,30,1,0,0,4.39098637604535
"Rhipidomys fulviventer","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.49980967033027
"Rhipidomys venustus","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.49980967033027
"Rhipidomys couesi","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.49980967033027
"Rhipidomys venezuelae","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.51085950651685
"Rhipidomys austrinus","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.49980967033027
"Rhipidomys emiliae","Cricetidae",20,0,0,0,0,0,20,0,30,30,1,0,0,4.39098637604535
"Rhipidomys nitela","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.49980967033027
"Rhipidomys wetzeli","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.49980967033027
"Salinomys delicatus","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,2.58776403522771
"Sigmodontomys alfari","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,3.93182563272433
"Sigmodontomys aphrastus","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,4.27666611901606
"Tapecomys primus","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,4.14835915052834
"Thalpomys lasiotis","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,3.2188758248682
"Thalpomys cerradensis","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,3.2188758248682
"Thaptomys nigrita","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,1,1,3.03974915897077
"Thomasomys ucucha","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.34678798258117
"Thomasomys ischyrus","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.35670882668959
"Thomasomys vulcani","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.34678798258117
"Thomasomys vestitus","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.3502779363593
"Thomasomys hudsoni","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.34678798258117
"Thomasomys pyrrhonotus","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.35670882668959
"Thomasomys praetor","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.34678798258117
"Thomasomys popayanus","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.34678798258117
"Thomasomys paramorum","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.35670882668959
"Thomasomys oreas","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.35670882668959
"Thomasomys onkiro","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.34678798258117
"Thomasomys notatus","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.35670882668959
"Thomasomys niveipes","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.35670882668959
"Thomasomys monochromos","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.35670882668959
"Thomasomys macrotis","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.34678798258117
"Thomasomys laniger","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,3.59731226058845
"Thomasomys taczanowskii","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.35670882668959
"Thomasomys rhoadsi","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.35670882668959
"Thomasomys ladewi","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.35670882668959
"Thomasomys kalinowskii","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.35670882668959
"Thomasomys gracilis","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.35670882668959
"Thomasomys erro","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.34678798258117
"Thomasomys eleusis","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.35670882668959
"Thomasomys daphne","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.35670882668959
"Thomasomys cinnameus","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.34678798258117
"Thomasomys cinereus","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.35670882668959
"Thomasomys cinereiventer","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.35670882668959
"Thomasomys caudivarius","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.34678798258117
"Thomasomys bombycinus","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.74927052996185
"Thomasomys baeops","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.35670882668959
"Thomasomys aureus","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.48863636973214
"Thomasomys apeco","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.34678798258117
"Thomasomys incanus","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.35670882668959
"Thomasomys hylophilus","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.35670882668959
"Thomasomys rosalinda","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.35670882668959
"Thomasomys silvestris","Cricetidae",20,0,0,0,0,0,30,0,30,20,1,0,0,4.35670882668959
"Wilfredomys oenax","Cricetidae",0,0,0,0,0,0,40,0,0,60,1,0,0,3.86702563949741
"Allocricetulus curtatus","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,3.88834487807357
"Allocricetulus eversmanni","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,4.75840616188695
"Cansumys canus","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,4.34406512838676
"Mesocricetus auratus","Cricetidae",0,10,0,0,0,0,30,0,30,30,1,0,0,4.66343909411207
"Mesocricetus raddei","Cricetidae",0,10,0,0,0,0,30,0,30,30,1,0,0,4.72499557905644
"Mesocricetus newtoni","Cricetidae",0,10,0,0,0,0,30,0,30,30,1,0,0,4.59005654817804
"Mesocricetus brandti","Cricetidae",0,10,0,0,0,0,30,0,30,30,1,0,0,5.29330482472449
"Nyctomys sumichrasti","Cricetidae",0,0,0,0,0,0,40,0,40,20,1,0,0,3.92078451109672
"Otonyctomys hatti","Cricetidae",20,0,0,0,0,0,10,0,40,30,1,0,0,3.6163087612791
"Ototylomys phyllotis","Cricetidae",0,0,0,0,0,0,50,0,0,50,1,0,0,4.79579054559674
"Tylomys bullaris","Cricetidae",0,0,0,0,0,0,10,0,80,10,1,1,1,5.63835466933375
"Tylomys fulviventer","Cricetidae",0,0,0,0,0,0,10,0,80,10,1,1,1,5.14475817842173
"Tylomys mirae","Cricetidae",0,0,0,0,0,0,10,0,80,10,1,0,0,5.21819132206875
"Tylomys nudicaudus","Cricetidae",0,0,0,0,0,0,10,0,80,10,0,0,1,4.61512051684126
"Tylomys panamensis","Cricetidae",0,0,0,0,0,0,10,0,80,10,1,1,1,5.30330490805908
"Tylomys tumbalensis","Cricetidae",0,0,0,0,0,0,10,0,80,10,1,1,1,5.63835466933375
"Tylomys watsoni","Cricetidae",0,0,0,0,0,0,10,0,80,10,1,1,1,5.48479693349065
"Sekeetamys calurus","Muridae",20,0,0,0,0,0,10,0,20,50,1,0,0,4.02980604108453
"Ammodillus imbellis","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,3.93182563272433
"Brachiones przewalskii","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,4.12890700657121
"Meriones tamariscinus","Muridae",20,0,0,0,0,0,10,0,20,50,1,0,0,4.79579054559674
"Meriones libycus","Muridae",20,0,0,0,0,0,10,0,20,50,0,0,1,4.52536911578454
"Meriones meridianus","Muridae",20,0,0,0,0,0,10,0,20,50,1,1,1,4.14472076954717
"Meriones arimalius","Muridae",20,0,0,0,0,0,10,0,20,50,1,1,1,4.50612303238686
"Meriones shawi","Muridae",20,0,0,0,0,0,10,0,20,50,1,1,1,4.51743127168008
"Meriones crassus","Muridae",20,0,0,0,0,0,10,0,20,50,1,0,0,4.39407871569802
"Meriones tristrami","Muridae",20,0,0,0,0,0,10,0,20,50,1,1,1,4.66343909411207
"Meriones grandis","Muridae",20,0,0,0,0,0,10,0,20,50,1,1,1,4.57605028741424
"Meriones unguiculatus","Muridae",20,0,0,0,0,0,10,0,20,50,1,1,1,3.99452422693989
"Meriones zarudnyi","Muridae",20,0,0,0,0,0,10,0,20,50,1,1,1,4.42412781069252
"Meriones dahli","Muridae",20,0,0,0,0,0,10,0,20,50,1,1,1,4.51250650112467
"Meriones vinogradovi","Muridae",20,0,0,0,0,0,10,0,20,50,1,1,1,5.01727983681492
"Meriones chengi","Muridae",20,0,0,0,0,0,10,0,20,50,1,1,1,4.49936512709111
"Meriones sacramenti","Muridae",20,0,0,0,0,0,10,0,20,50,1,1,1,5.30330490805908
"Meriones hurrianae","Muridae",20,0,0,0,0,0,10,0,20,50,0,0,1,4.26267987704132
"Meriones rex","Muridae",20,0,0,0,0,0,10,0,20,50,1,0,0,4.83826406815547
"Meriones persicus","Muridae",20,0,0,0,0,0,10,0,20,50,1,0,0,4.61512051684126
"Microdillus peeli","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,3.5907152053267
"Nesokia bunnii","Muridae",0,0,0,0,0,0,20,0,30,50,1,0,0,5.04651710598402
"Nesokia indica","Muridae",0,0,0,0,0,0,20,0,30,50,1,0,0,5.18783263337277
"Praomys misonnei","Muridae",20,0,0,0,0,0,30,0,30,20,1,0,0,3.75910489900343
"Praomys degraaffi","Muridae",40,0,0,0,0,0,30,0,20,10,1,0,0,3.61765194482557
"Praomys minor","Muridae",20,0,0,0,0,0,30,0,30,20,1,0,0,3.75747224557955
"Praomys verschureni","Muridae",50,0,0,0,0,0,20,0,20,10,1,0,0,3.61765194482557
"Praomys obscurus","Muridae",40,0,0,0,0,0,30,0,20,10,1,0,0,3.61765194482557
"Praomys lukolelae","Muridae",50,0,0,0,0,0,20,0,20,10,1,0,0,3.76584049525006
"Praomys morio","Muridae",20,0,0,0,0,0,30,0,30,20,1,0,0,3.43398720448515
"Praomys jacksoni","Muridae",20,0,0,0,0,0,30,0,30,20,1,0,0,3.76120011569356
"Praomys petteri","Muridae",40,0,0,0,0,0,30,0,20,10,1,0,0,3.61765194482557
"Praomys hartwigi","Muridae",20,0,0,0,0,0,30,0,30,20,1,0,0,3.68537331478465
"Praomys delectorum","Muridae",20,0,0,0,0,0,30,0,30,20,1,0,0,3.61091791264422
"Praomys rostratus","Muridae",20,0,0,0,0,0,30,0,30,20,1,0,0,3.75723879162728
"Praomys tullbergi","Muridae",20,0,0,0,0,0,30,0,30,20,1,0,0,3.60631273045697
"Praomys mutoni","Muridae",20,0,0,0,0,0,30,0,30,20,1,0,0,3.75443308485338
"Protochromys fellowsi","Muridae",0,0,0,0,0,0,60,0,0,40,1,0,0,4.38190162686073
"Abeomelomys sevia","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,4.02320653438876
"Aethomys silindensis","Muridae",0,0,0,0,0,0,20,0,20,60,1,0,0,4.42795556656228
"Aethomys stannarius","Muridae",0,0,0,0,0,0,20,0,20,60,1,0,0,4.42962561347316
"Aethomys nyikae","Muridae",0,0,0,0,0,0,20,0,20,60,1,0,0,4.35683702360022
"Aethomys kaiseri","Muridae",0,0,0,0,0,0,20,0,20,60,1,0,0,4.51085950651685
"Aethomys ineptus","Muridae",0,0,0,0,0,0,20,0,20,60,1,0,0,4.89903311751495
"Aethomys hindei","Muridae",0,0,0,0,0,0,20,0,20,60,1,0,0,4.64918707140487
"Aethomys chrysophilus","Muridae",0,0,0,0,0,0,20,0,20,60,1,0,0,4.32875770579454
"Aethomys bocagei","Muridae",0,0,0,0,0,0,20,0,20,60,1,0,0,4.39309020702986
"Aethomys thomasi","Muridae",0,0,0,0,0,0,20,0,20,60,1,0,0,4.45073613268103
"Anonymomys mindorensis","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,4.3502779363593
"Apodemus epimelas","Muridae",20,0,0,0,0,0,20,0,20,40,1,1,0,3.36970671457078
"Apodemus mystacinus","Muridae",20,0,0,0,0,0,20,0,20,40,1,1,0,3.8416005411316
"Apodemus agrarius","Muridae",20,0,0,0,0,0,20,0,20,40,0,0,1,3.1904763503465
"Apodemus alpicola","Muridae",20,0,0,0,0,0,20,0,20,40,1,1,0,3.36936265814214
"Apodemus argenteus","Muridae",20,0,0,0,0,0,20,0,20,40,1,1,0,3.09104245335832
"Apodemus chevrieri","Muridae",20,0,0,0,0,0,20,0,20,40,0,0,1,3.5234150143864
"Apodemus draco","Muridae",20,0,0,0,0,0,20,0,20,40,1,1,0,3.14630513203337
"Apodemus flavicollis","Muridae",20,0,0,0,0,0,20,0,20,40,1,1,0,3.32143241319329
"Apodemus gurkha","Muridae",20,0,0,0,0,0,20,0,20,40,1,1,0,3.71113006304876
"Apodemus latronum","Muridae",20,0,0,0,0,0,20,0,20,40,1,1,0,3.58905911883173
"Apodemus witherbyi","Muridae",20,0,0,0,0,0,20,0,20,40,1,1,0,3.07546724157284
"Apodemus pallipes","Muridae",20,0,0,0,0,0,20,0,20,40,1,1,0,3.28391422104742
"Apodemus peninsulae","Muridae",20,0,0,0,0,0,20,0,20,40,1,1,0,3.5234150143864
"Apodemus ponticus","Muridae",20,0,0,0,0,0,20,0,20,40,1,1,0,3.28690823526003
"Apodemus rusiges","Muridae",20,0,0,0,0,0,20,0,20,40,1,1,0,3.28353933819392
"Apodemus semotus","Muridae",20,0,0,0,0,0,20,0,20,40,1,1,0,3.28728185753226
"Apodemus speciosus","Muridae",20,0,0,0,0,0,20,0,20,40,1,1,0,3.54961738678043
"Apodemus sylvaticus","Muridae",20,0,0,0,0,0,20,0,20,40,1,1,0,3.44839898314645
"Apodemus uralensis","Muridae",20,0,0,0,0,0,20,0,20,40,1,1,0,2.89591193827178
"Apodemus hyrcanicus","Muridae",20,0,0,0,0,0,20,0,20,40,1,1,0,3.28690823526003
"Batomys russatus","Muridae",0,0,0,0,0,0,30,0,30,40,1,0,0,5.23532431722011
"Batomys salomonseni","Muridae",0,0,0,0,0,0,30,0,30,40,1,0,0,5.23644196282995
"Batomys granti","Muridae",0,0,0,0,0,0,30,0,30,40,1,0,0,5.18626786273941
"Batomys dentatus","Muridae",0,0,0,0,0,0,30,0,30,40,1,0,0,5.28320372873799
"Berylmys bowersi","Muridae",30,0,0,0,0,0,20,0,10,40,1,0,0,5.70711026474888
"Berylmys mackenziei","Muridae",30,0,0,0,0,0,20,0,10,40,1,0,0,5.54907608489522
"Berylmys manipulus","Muridae",30,0,0,0,0,0,20,0,10,40,1,0,0,4.76217393479776
"Berylmys berdmorei","Muridae",30,0,0,0,0,0,20,0,10,40,1,0,0,5.46383180502561
"Bullimus luzonicus","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,6.10031895202006
"Bullimus bagobus","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,6.0718917962206
"Bullimus gamay","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,5.91025449168244
"Bunomys penitus","Muridae",60,0,0,0,0,0,40,0,0,0,1,0,0,5.14166355650266
"Bunomys andrewsi","Muridae",60,0,0,0,0,0,40,0,0,0,1,0,0,4.83628190695148
"Bunomys chrysocomus","Muridae",60,0,0,0,0,0,40,0,0,0,1,0,0,4.76217393479776
"Bunomys coelestis","Muridae",60,0,0,0,0,0,40,0,0,0,1,0,0,4.79579054559674
"Bunomys fratrorum","Muridae",60,0,0,0,0,0,40,0,0,0,1,0,0,4.91265488573605
"Bunomys prolatus","Muridae",60,0,0,0,0,0,40,0,0,0,1,0,0,4.88280192258637
"Carpomys phaeurus","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,5.37597261111364
"Carpomys melanurus","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,5.39390023644177
"Chiromyscus chiropus","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,4.36691299686383
"Conilurus albipes","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,5.30330490805908
"Conilurus penicillatus","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,5.0401940963378
"Coryphomys buehleri","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,4.28123898086119
"Crateromys schadenbergi","Muridae",0,0,0,0,0,0,60,0,0,40,1,1,0,6.95749737087695
"Crateromys paulus","Muridae",0,0,0,0,0,0,60,0,0,40,1,1,0,5.99645208861902
"Crateromys australis","Muridae",0,0,0,0,0,0,60,0,0,40,1,1,0,6.10031895202006
"Crateromys heaneyi","Muridae",0,0,0,0,0,0,50,0,0,50,1,1,0,6.35126958718062
"Cremnomys cutchicus","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,4.10758978897212
"Cremnomys elvira","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,4.35799005684564
"Crunomys fallax","Muridae",10,0,0,0,0,0,10,0,20,60,0,0,1,3.65065824129374
"Crunomys melanius","Muridae",10,0,0,0,0,0,10,0,20,60,0,0,1,3.77276093809464
"Crunomys suncoides","Muridae",10,0,0,0,0,0,10,0,20,60,0,0,1,3.81595253667741
"Crunomys celebensis","Muridae",10,0,0,0,0,0,10,0,20,60,0,0,1,4.02535169073515
"Dacnomys millardi","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,4.3173547713133
"Dephomys eburneae","Muridae",10,0,0,0,0,0,90,0,0,0,1,0,0,3.97968165390196
"Dephomys defua","Muridae",10,0,0,0,0,0,90,0,0,0,1,0,0,3.78532535238219
"Desmomys yaldeni","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,4.51085950651685
"Desmomys harringtoni","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,4.51085950651685
"Diomys crumpi","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,4.31548611086564
"Diplothrix legata","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,4.35053596758251
"Eropeplus canus","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,4.31695463793017
"Grammomys aridulus","Muridae",10,0,0,0,0,0,20,0,20,50,1,0,0,3.86639782740187
"Grammomys kuru","Muridae",10,0,0,0,0,0,20,0,20,50,1,0,0,3.86430226921673
"Grammomys buntingi","Muridae",10,0,0,0,0,0,20,0,20,50,1,0,0,3.86618846908435
"Grammomys caniceps","Muridae",10,0,0,0,0,0,20,0,20,50,1,0,0,3.86639782740187
"Grammomys cometes","Muridae",10,0,0,0,0,0,20,0,20,50,1,0,0,3.90197266957464
"Grammomys dolichurus","Muridae",10,0,0,0,0,0,20,0,20,50,1,0,0,3.74194617505063
"Grammomys dryas","Muridae",10,0,0,0,0,0,20,0,20,50,1,0,0,3.88115134176106
"Grammomys ibeanus","Muridae",10,0,0,0,0,0,20,0,20,50,1,0,0,3.74242022104197
"Grammomys macmillani","Muridae",10,0,0,0,0,0,20,0,20,50,1,0,0,3.61091791264422
"Grammomys minnae","Muridae",10,0,0,0,0,0,20,0,20,50,1,0,0,3.61091791264422
"Grammomys poensis","Muridae",10,0,0,0,0,0,20,0,20,50,1,0,0,3.93241369507588
"Grammomys gigas","Muridae",10,0,0,0,0,0,20,0,20,50,1,0,0,3.8722421354163
"Hapalomys delacouri","Muridae",0,0,0,0,0,0,30,0,0,70,1,0,0,4.17899203628239
"Hapalomys longicaudatus","Muridae",0,0,0,0,0,0,30,0,0,70,1,0,0,4.26267987704132
"Heimyscus fumosus","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,2.72457950305342
"Hybomys lunaris","Muridae",40,0,0,0,0,0,40,0,0,20,0,0,1,4.00914971615887
"Hybomys badius","Muridae",40,0,0,0,0,0,40,0,0,20,0,0,1,3.95546556327098
"Hybomys basilii","Muridae",40,0,0,0,0,0,40,0,0,20,0,0,1,4.01060056878914
"Hybomys univittatus","Muridae",40,0,0,0,0,0,40,0,0,20,0,0,1,3.88362353090645
"Hybomys trivirgatus","Muridae",40,0,0,0,0,0,40,0,0,20,1,1,1,4.05871738457895
"Hybomys planifrons","Muridae",40,0,0,0,0,0,40,0,0,20,1,1,1,3.92395157629342
"Hylomyscus parvus","Muridae",10,0,0,0,0,0,60,0,0,30,1,0,0,2.7408400239252
"Hylomyscus stella","Muridae",10,0,0,0,0,0,60,0,0,30,1,0,0,3.04690056012839
"Hylomyscus grandis","Muridae",10,0,0,0,0,0,60,0,0,30,1,0,0,3.09512501743203
"Hylomyscus denniae","Muridae",10,0,0,0,0,0,60,0,0,30,1,0,0,3.61091791264422
"Hylomyscus baeri","Muridae",10,0,0,0,0,0,60,0,0,30,1,0,0,3.09512501743203
"Hylomyscus alleni","Muridae",10,0,0,0,0,0,60,0,0,30,1,0,0,3.04213864636815
"Hylomyscus aeta","Muridae",10,0,0,0,0,0,60,0,0,30,1,0,0,3.04452243772342
"Hylomyscus carillus","Muridae",10,0,0,0,0,0,60,0,0,30,1,0,0,3.11617842662986
"Kadarsanomys sodyi","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,4.38315100233559
"Komodomys rintjanus","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,4.31548611086564
"Lamottemys okuensis","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,4.34237582904409
"Lenomys meyeri","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,4.31975221518938
"Lenothrix canus","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,4.91265488573605
"Limnomys sibuanus","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,4.11087386417331
"Limnomys bryophilus","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,4.17592454921452
"Madromys blanfordi","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,4.28123898086119
"Malacomys cansdalei","Muridae",50,0,0,0,0,0,20,0,20,10,1,0,0,4.23974276491146
"Malacomys edwardsi","Muridae",50,0,0,0,0,0,20,0,20,10,1,0,0,4.18889687916332
"Malacomys longipes","Muridae",50,0,0,0,0,0,20,0,20,10,1,0,0,4.57057874121847
"Malpaisomys insularis","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,4.28123898086119
"Mammelomys lanosus","Muridae",0,0,0,0,0,0,60,0,0,40,1,0,0,4.77153172320332
"Mammelomys rattoides","Muridae",0,0,0,0,0,0,60,0,0,40,1,0,0,5.34943814605575
"Margaretamys beccarii","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,4.26759734392285
"Margaretamys elegans","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,4.80402104473326
"Margaretamys parvus","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,3.49953328238302
"Maxomys wattsi","Muridae",10,0,0,0,10,0,30,0,20,30,1,0,0,4.99721227376411
"Maxomys moi","Muridae",10,0,0,0,10,0,30,0,20,30,1,0,0,4.99721227376411
"Maxomys alticola","Muridae",10,0,0,0,10,0,30,0,20,30,1,0,0,4.51085950651685
"Maxomys baeodon","Muridae",10,0,0,0,10,0,30,0,20,30,1,0,0,4.25985900069967
"Maxomys bartelsii","Muridae",10,0,0,0,10,0,30,0,20,30,1,0,0,4.63472898822964
"Maxomys dollmani","Muridae",10,0,0,0,10,0,30,0,20,30,1,0,0,4.79579054559674
"Maxomys hellwaldii","Muridae",10,0,0,0,10,0,30,0,20,30,1,0,0,5.31811999384422
"Maxomys hylomyoides","Muridae",10,0,0,0,10,0,30,0,20,30,1,0,0,4.05352256770185
"Maxomys inflatus","Muridae",10,0,0,0,10,0,30,0,20,30,1,0,0,5.03043792139244
"Maxomys whiteheadi","Muridae",10,0,0,0,10,0,30,0,20,30,1,0,0,4.04322669104349
"Maxomys musschenbroekii","Muridae",10,0,0,0,10,0,30,0,20,30,1,0,0,4.45201900649392
"Maxomys ochraceiventer","Muridae",10,0,0,0,10,0,30,0,20,30,1,0,0,4.58496747867057
"Maxomys pagensis","Muridae",10,0,0,0,10,0,30,0,20,30,1,0,0,5.28320372873799
